	patientID	Week	Lactobacillus_crispatus	Lactobacillus_iners	Lactobacillus_gasseri	Lactobacillus_jensenii	Atopobium_vaginae	Megasphaera_sp._type_1	Streptococcus_anginosus	Prevotella_genogroup_3	Clostridiales	Enterococcus_faecalis	Corynebacterium_accolens	Total	Shannon	ISDI
52	AYAC03	1	0.000191864927091	0.132386799693	0.0	0.0	0.129508825787	0.24539524175	0.000383729854183	0.058902532617	0.00364543361474	0.0	0.00249424405219	5212	-1.06908994801	10.2040184345
53	AYAC04	1	0.877624909486	0.0794110547912	0.00193096789766	0.0149650012069	0.0	0.0	0.0	0.0	0.000241370987207	0.0	0.0	4143	-0.392681187679	1.28740004047
54	AYAC05	1	0.00093370681606	0.694864612512	0.000373482726424	0.297292250233	0.0	0.0	0.0	0.0	0.0	0.0	0.000186741363212	5355	-0.623046205885	1.75063738017
55	AYAC06	1	0.00385288966725	0.0108581436077	0.949912434326	0.00105078809107	0.0	0.0	0.00350262697023	0.0	0.000700525394046	0.0	0.000350262697023	2855	-0.151438919551	1.10805750136
56	AYAC06	1	inf	inf	inf				inf					0	inf	0.0
57	AYAC07	1	0.00485809255945	0.948862183585	0.00204551265661	0.00754282792125	0.0	0.0	0.00178982357453	0.0	0.0	0.0	0.000255689082076	7822	-0.136537794571	1.1105837981
58	AYAC08	1	0.165529786266	0.828558435653	0.00113688040018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000454752160073	4398	-0.461255255067	1.40073583805
59	AYAC09	1	0.995226308345	0.000530410183876	0.0	0.0	0.0	0.0	0.000176803394625	0.0	0.0	0.0	0.000176803394625	5656	-0.0102902235387	1.00961586682
60	AYAC10	1	0.923174971031	0.0584009269988	0.0	0.00845886442642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8630	-0.280049009311	1.16858709649
61	EM01	1	0.0	0.105780273064	0.0	0.0	0.648079622304	0.0	0.000637999234401	0.0257751690698	0.000510399387521	0.0	0.00025519969376	7837	-0.621580332894	2.31555616849
62	EM02	1	0.0	0.31735998824	0.0	0.0	0.0515948846097	0.0201381743349	0.0	0.279435543143	0.00396883727767	0.0	0.000146993973247	6803	-0.974047262549	5.49798206915
63	EM03	1	0.868186676167	0.122372639829	0.000178126113288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5614	-0.381320973606	1.30085835943
